Name,Phone Number,Feedback,Message,Timestamp,Duration(s),Initial Spoken To,Follow-up Status,Followup Message,Followup Timestamp,Follow-up Count,Follow-up Spoken To
Galatta Events,9940670383,Follow Up,will call later,09-05-2025 16:24,51,,Not Interested,,02-06-2025 14:33,29,
RPM Events,9841038483,Not Picked,,09-05-2025 16:24,47,,,,,,
Modern Event Makers,9884378857,Not Picked,,09-05-2025 16:25,28,,,,,,
Classic Wedding Decors,9790999569,Not Picked,,09-05-2025 16:26,46,,,,,,
Rainbow Event,9710328884,Not Interested,,09-05-2025 16:26,25,,,,,,
Sai Creations Seer Varisai Thattu Decorations,9710559785,Not Interested,,09-05-2025 16:32,343,,,,,0,
The Orchid Party Hall (A/C),9176138664,Not Picked,,09-05-2025 16:58,1533,,Not Interested,no requirement,01-07-2025 09:55,38,
Square Space Co working space and party hall in Chennai,9840914644,Follow Up,if she will call back need to send details in whatsapp,09-05-2025 17:00,86,,Not Picked,,01-07-2025 10:10,62,
Knox Events and Branding Pvt. Ltd.,9884224492,Not Picked,,09-05-2025 17:00,26,,,,,,
THE ELEGANT SURPRISE,8015431812,Not Picked,,09-05-2025 17:01,28,,,,,,
WOWORK,9445670327,Follow Up,"Balaji, if they need will call back",09-05-2025 17:03,112,,Not Picked,,30-06-2025 17:11,24,
Rhythm Catering & Events,9710765936,Not Interested,,09-05-2025 17:04,105,,,,,,
Classical.event.decaration,9042958694,Not Picked,,09-05-2025 17:05,55,,,,,,
Zero Graviety & Sounli - Sound and Light | Costumes | Dance Choreography,8667374948,Not Picked,,09-05-2025 17:06,57,,,,,,
PRR BANQUET HALL,7824884466,Follow Up,he will check with his team and tell,09-05-2025 17:08,90,,Not Picked,,01-07-2025 10:02,67,
Buviis Dermagicalz the best dermatologist in Adyar Chennai,8056147306,Not Picked,,12-05-2025 11:45,137,,,,,,
Ruchera Skin Care,9884677006,Not Picked,,12-05-2025 11:46,50,,,,,,
"Dr. Sowmya Dogiparthi, Treated 15K+ Patients | Best Dermatologist in Chennai | Skin & Hair Specialist",8046961837,Not Interested,,12-05-2025 11:46,16,,,,,,
Jerush Dentofacial and Cosmetic Laser Centre,7951010107,Not Picked,,12-05-2025 11:47,33,,,,,,
"Finesse Aesthetic - Skin, Hair & Body Care | Wellness | Plastic Surgery",7200189282,Not Picked,,12-05-2025 11:49,121,,,,,,
Smile Mantra Dental & Cosmetic Clinic,8330850505,Not Picked,,12-05-2025 11:49,30,,,,,,
Maynee Cosmetology Clinic,9384838505,Not Picked,,12-05-2025 11:50,32,,,,,,
"Dr. M. Pushpamaliha MBBS., MD (DVL) Skin Clinic in Porur, Chennai",7299074820,Not Picked,,12-05-2025 11:53,189,,,,,,
J's Clinic,9600694059,Not Picked,,12-05-2025 11:54,50,,,,,0,
VCare Hair And Skin Clinic - Porur,7092525252,Follow Up,,12-05-2025 11:57,148,,Not Picked,,30-06-2025 17:02,36,
U derma skin & hair clinic,7200165155,Not Picked,,12-05-2025 11:58,67,,,,,,
DR SOORIYA'S DERMATOLOGY,6369352255,Not Picked,,12-05-2025 12:02,220,,,,,0,
Apollo Clinic - Porur,7305435694,Follow Up,,12-05-2025 12:03,90,,Not Interested,we are tele communicating people of apollo,30-06-2025 17:01,45,
S.B. DIABETES AND SKIN CARE CENTRE,9444923180,Not Interested,,12-05-2025 12:07,205,,,,,,
"NAVALADI SKIN CLINIC ( Skin, Hair, Laser)",8122722756,Not Picked,,12-05-2025 12:08,52,,,,,0,
Melanin Aesthetic Clinic,9080530291,Not Picked,,12-05-2025 12:09,42,,,,,,
Chennai Lokesh Tour And Travels,9884722666,Not Picked,,12-05-2025 12:11,146,,Not Interested,no requirement,30-06-2025 16:55,40,
Travel Care Call Drivers & Travels,9159055222,Not Picked,,12-05-2025 12:13,86,,,,,,
Vignesh Travels,9600088071,Not Picked,,12-05-2025 12:15,131,,,,,,
Praxis Holidays,9499961806,Not Interested,"no requirement now, if need will call back",12-05-2025 12:16,55,,,,,,
Vishnu Sri Travels - Bus & Tempo Traveller Rentals,9941302022,Follow Up,she is native need to call tomorrow,12-05-2025 12:17,75,,Not Picked,,25-06-2025 15:45,55,
Kolathur Om Sakthi Travels and call Drivers,9840439389,Follow Up,,12-05-2025 12:20,154,,,,,,
Sunshine Holidays Tours and Travels,9962185389,Not Picked,,12-05-2025 12:20,28,,,,,,
K.S.Tours and Travels,8825877107,Interested,need to send details in whatsapp,14-11-2024 15:16,174,,Not Picked,not picked,11-09-2025 17:08,50,
GSK Global Travel,9677134996,Not Picked,,12-05-2025 12:22,27,,,,,,
Rajan Tours And Travels,6383036779,Follow Up,,12-05-2025 12:25,154,,Not Interested,no requirement,26-05-2025 16:53,303,
Athyantha Tours & Holidays,9865703818,Not Interested,,12-05-2025 12:26,89,,,,,0,
La WonderZ Holiday's,6384155111,Not Picked,,12-05-2025 12:28,62,,,,,,
BLU ODYSSEY TOURS & TRAVELS,7063923544,Not Interested,,12-05-2025 12:28,45,,,,,,
VIJAY TOURS & TRAVELS,9500085997,Not Interested,no requirement,12-05-2025 12:29,39,,,,,,
Ultimate Travel Services ( UTS),9840401682,Not Interested,no requirement now they are starting the business now,12-05-2025 12:31,77,,,,,,
South Indian Tourist,9940043612,Not Interested,,12-05-2025 12:31,43,,,,,,
DOVIEW HOLIDAY INDIA PVT LTD,9363641800,Follow Up,Keerthana will discuss with her MD,12-05-2025 12:33,77,,Not Picked,,30-06-2025 16:27,67,
Golden Balaji Tourism - Tour and Travel Agency in Chennai,7200197811,Follow Up,sairam will discuss to office,12-05-2025 12:35,136,,Not Interested,no requirement,30-06-2025 17:10,39,
It's my journey - Tours & Travels Tamil Nadu,8015580903,Not Picked,,12-05-2025 12:36,50,,,,,,
Wanderlust Travel Planner | International tours and travels planner in Chennai Honeymoon trip planner | tour agency,8056225542,Not Picked,line busy,12-05-2025 12:36,18,,,,,,
Agriya Travels,9941938222,Not Interested,,12-05-2025 12:37,42,,,,,,
Balaji Travels,9841201179,Not Picked,,12-05-2025 12:38,62,,Not Picked,,29-05-2025 16:20,48,
R P Tours and Travels,8925149776,Not Picked,switched off,12-05-2025 12:46,475,,,,,,
SREE SAI TRAVELS,9840998814,Not Picked,,12-05-2025 12:51,170,,,,,0,
Amudhu travels,9789928105,Not Interested,,12-05-2025 13:01,605,,,,,,
SR Travels Chennai,9840658264,Not Interested,,12-05-2025 13:02,43,,,,,,
SAFAA Tours And Travels,7708862510,Not Picked,,12-05-2025 14:16,4430,,,,,,
SHREE DEE VEE TRAVELS,9840346456,Not Picked,,12-05-2025 14:17,43,,Not Picked,,30-06-2025 16:37,7,
Lakshmanan Travels Drop In Taxi Service,9884444977,Not Interested,,12-05-2025 14:18,50,,,,,,
EAV Tours & Travels,7200880058,Not Picked,,12-05-2025 14:18,40,,,,,,
Jayanthi Travels Ganesh pranesh,9094172243,Not Picked,,12-05-2025 14:19,47,,,,,,
JAI CABS,9940452031,Not Interested,,12-05-2025 14:20,37,,,,,,
K S TRAVELS,7358321043,Not Interested,,12-05-2025 14:21,72,,,,,,
SARAN TRAVELS,9514456669,Follow Up,"saran raj, will come Chennai within 25 days",12-05-2025 14:24,131,,Not Interested,no requirement now,23-05-2025 18:03,50,
Vinayaga tours&travels 24/7 Call me,9790886776,Follow Up,"sakthi vel is in giri valam , so will call tomorrow",12-05-2025 14:25,104,,Not Picked,,30-06-2025 17:09,33,
SHIRDI SUBAYATRA,8695214464,Not Interested,,12-05-2025 14:26,49,,,,,,
GEMINI TOURS,9941999922,Not Interested,,12-05-2025 14:27,41,,,,,,
YOWORLDS TRAVELLERS FOOTPRINT PRIVATE LTD,8610107963,Not Picked,,12-05-2025 14:28,76,,,,,,
New Kabi Travels - Tempo Traveller Rental & Mini Bus Rental in Chennai,9840567416,Not Picked,,12-05-2025 14:30,73,,,,,,
Quickshaw tours and travels,9940037646,Not Picked,line busy,12-05-2025 14:30,27,,,,,,
Sivasakthi travels,9941406804,Follow Up,need to call after some time,12-05-2025 14:31,49,,Not Interested,no requirement,25-06-2025 15:37,106,
You And I Trips,8124606060,Not Interested,,12-05-2025 14:38,419,,,,,,
Ramaeswaram Travel Agency | Temple Tours | History Trails | Trekking | Vehicle Rental,9488455115,Follow Up,she will inform to his sir and need to call after 2 days,12-05-2025 14:40,84,,Not Interested,,26-05-2025 16:57,67,
Travel Ahead Holidays,9710115925,Follow Up,need to call after 1 month,12-05-2025 14:41,70,,Not Picked,,30-06-2025 17:09,20,
Mini Bus Travels,9444239818,Follow Up,son is take care of car business so need to call after 1 week,12-05-2025 15:02,1226,,Not Picked,,30-06-2025 16:58,65,
OM SAKTHI TOURS AND TRAVELS,9790881813,Not Interested,,12-05-2025 15:02,52,,,,,,
THIRUMANI TOURS AND TRAVELS,8610644873,Not Picked,,12-05-2025 15:03,38,,Not Interested,,30-06-2025 16:56,43,
FLY AIRCITI TOURS & TRAVELS,7448891089,Interested,"already registered, waiting for designing posters",14-11-2024 15:12,383,,Callback,he said he ll conect with the team and give me a call by tomorw morning 11. send the details anyway,11-09-2025 17:10,140,Barath
Elite Tours & Travels Chennai,7010843057,Interested,need to send details in whatsapp,12-05-2025 15:10,257,,Not Picked,,30-06-2025 16:57,20,
Shree Priya Tours and Travels,7338904813,Follow Up,need to call after some time he is outside,12-05-2025 15:11,70,,Not Interested,,26-05-2025 17:03,32,
"Sivanisri travels Tempo Traveller - On Rental 18,12,17 Seater",7010062145,Not Interested,,12-05-2025 15:12,40,,,,,,
VAISHALI TROURS AND TRAVELS,8939019941,Not Picked,,12-05-2025 15:13,59,,Not Picked,,29-05-2025 16:21,51,
Mayon Tours & Travels,9884350909,Not Picked,,12-05-2025 15:16,158,,,,,,
VDP Tours & Travels,9003111726,Follow Up,"panir selvam , need to send details in whatsapp",12-05-2025 15:18,96,,Not Interested,no requirement,26-05-2025 17:04,80,
Traveltron,9962031723,Follow Up,need to send details again,12-05-2025 15:19,79,,Not Picked,,26-05-2025 17:05,55,
Bhuvaneshwari Travels,9884489066,Follow Up,"need to call after some time , he is in giri valam",12-05-2025 15:21,110,,Not Picked,,30-06-2025 17:08,15,
Sri Jashini travels,9710803306,Not Picked,,12-05-2025 15:21,26,,,,,0,
Madhan travels sholinganallur,9841320334,Not Picked,,12-05-2025 15:22,47,,,,,,
Sathish Travels,9962028640,Not Picked,,12-05-2025 15:26,198,,,,,,
Senthur Murugan Travels|Tours and travels|Travel Agency,9677137628,Not Picked,,12-05-2025 15:26,6,,,,,,
Nama medavakkam tours and travels,7200042310,Not Picked,,12-05-2025 15:26,23,,,,,0,
Ragavaa Tours & Travels,9940305155,Not Interested,no requirement now,12-05-2025 15:35,502,,,,,0,
Jai Tours & Travels,6383777977,Follow Up,he will check it and need to call after 1 week,12-05-2025 15:36,86,,Not Picked,,30-06-2025 17:08,16,
Little Krish Montessori Pre-School,9884880805,Not Picked,,13-05-2025 10:50,41,,,,,0,
"C.H.I.L.D Pre-school , Gerugambakkam",9962327959,Not Picked,,13-05-2025 10:51,58,,,,,0,
"Sai Blossoms Play School (Daycare Play School|Kindergarten|Dance, Music, Drawing & Painting Classes)",8056255009,Not Picked,,13-05-2025 10:52,41,,,,,0,
Ravindra Bharathi Global School,9150088903,Not Picked,,13-05-2025 10:53,71,,,,,0,
Rajiv School Of Excellence,8610800250,Not Interested,,13-05-2025 10:54,42,,,,,,
Pioneer Matric Hr. Sec. School,7811833155,Not Picked,,13-05-2025 10:55,66,,Not Interested,no requirement,25-06-2025 15:29,110,
Tulips play school and pre school,7358148111,Not Picked,,13-05-2025 10:56,61,,,,,0,
WONDERS ACADEMY SCHOOL,9884194387,Not Picked,,13-05-2025 10:57,51,,,,,0,
Arul Jothy Public School,9342173393,Follow Up,sujatha will inform to his team,13-05-2025 11:01,256,,Not Picked,,30-06-2025 17:07,18,
Vrindavan Global Preschool,7299929098,Follow Up,"pavithra, this vacation time so need to call june 1st eeek",13-05-2025 11:02,71,,Not Picked,,30-06-2025 16:29,93,
Annai Vailankanni Matriculation Higher Secondary School,9444395290,Not Interested,,13-05-2025 11:04,78,,,,,,
Mahalakshmi Vidya Mandir (CBSE)senior secondary school,7358051224,Not Picked,,13-05-2025 11:05,39,,,,,,
Grace International School,7305039635,Not Picked,,13-05-2025 11:05,38,,,,,,
GreenValley Matriculation School Chromepet,7305703220,Not Picked,,13-05-2025 11:06,42,,,,,,
PTC Aviation Academy,7200015600,Not Picked,,13-05-2025 11:07,50,,Not Picked,,30-06-2025 16:46,38,
Ashfaq Tuitions,8778336430,Not Picked,,13-05-2025 11:08,37,,,,,,
ZING International Preschool,6381568914,Interested,remvya wants to free trial and after paid campaign,15-11-2018 11:16,489,,Interested,send the details she ll pay 2k,11-09-2025 17:14,155,Ramya
THINK RITE PRESCHOOL,7397426360,Interested,"elakiya wants padur, kazhipattur",13-05-2025 11:24,332,,Not Picked,,27-06-2025 17:44,47,
Ilanthalir kids zone preschool kazhipattur,9842957834,Not Picked,,13-05-2025 11:39,883,,,,,,
Buzzing Bees,6379111511,interested,"sathya, need to send details in wh",13-05-2025 11:40,72,,Not Picked,,30-06-2025 17:07,32,
"LITTLE MILLENNIUM PRESCHOOL (SIRUSERI, PUDUPAKKAM)",9159049333,Follow Up,"preethi ,need call after 1 week",13-05-2025 11:46,328,,Not Picked,,25-06-2025 16:02,12,
Mother's Hug International Preschool Kelambakkam,8148235182,Interested,Registered,13-05-2025 11:58,374,,Not Picked,,30-06-2025 17:06,20,
Chettinad School of Law,7358327770,Not Picked,invalid number,13-05-2025 11:59,60,,,,,,
BLUE STAR NURSERY & PRIMARY SCHOOL,9444201799,Follow Up,he will discuss with his team,13-05-2025 12:07,471,,Not Picked,,30-06-2025 16:46,45,
"Firstcry Intellitots Preschool & Daycare- Kelambakkam, Chennai",7888300800,Interested,"Revathy, need to register link",15-11-2018 12:17,398,,Not Interested,,11-09-2025 17:20,1,
"D2 Dance Studio,Mogappair",9043248474,Follow Up,need to call after some time,13-05-2025 12:18,71,,Not Picked,,30-06-2025 17:06,45,
AV ARENA - Dance School & Studio #oneplaceforallART,7550155607,Follow Up,,13-05-2025 12:23,239,,Not Interested,no requirement now,26-05-2025 17:13,120,
R M S RightMusicSchool,9841744491,Not Interested,,13-05-2025 12:33,35,,,,,,
Brooks Musicals Pvt Ltd,9384009860,Not Picked,,13-05-2025 12:35,105,,,,,,
Shree Music Academy Pvt. Ltd.,9840437878,Not Interested,,13-05-2025 12:35,41,,,,,,
Mr.Danczz Studio,9962999007,Not Interested,,13-05-2025 12:37,103,,,,,,
Rank A dance studio,9551355760,Not Picked,line busy,13-05-2025 12:38,31,,,,,,
Elite Dance Company Kolathur,9003310095,Not Interested,don't want,13-05-2025 12:39,40,,,,,,
Shree Music Academy - Korattur,6382890886,Not Picked,,13-05-2025 13:01,1361,,,,,0,
Vikan Dance Studio,9003564101,Not Picked,switched off,13-05-2025 13:03,105,,,,,0,
Nritta Tarang School of Dance and Vocal,9043276345,Not Picked,,13-05-2025 13:43,38,,,,,0,
Sri Vihara Dance Academy,8086643883,Not Picked,,13-05-2025 13:44,36,,,,,0,
D2A Divine Dance Academy,8610238233,Not Interested,,13-05-2025 13:45,59,,,,,,
D'Alpha Dance Company,7305345789,Not Picked,,13-05-2025 13:45,15,,,,,,
DollkingMohanBabu in RG DANCE STUDIO / RG Entertainment Events,8667310656,Not Picked,,13-05-2025 13:45,26,,,,,,
"Mayura Natya dance studio , Old Pallavaram",9025791252,Not Interested,,13-05-2025 13:47,76,,,,,,
E Grade Dance Studio,8190091061,Not Interested,,13-05-2025 13:49,135,,,,,,
Chennaiyil Thiruvaiyaru Kalalaya - School of performing arts,9841786211,Not Picked,,13-05-2025 13:51,109,,,,,0,
SHOBHA SCHOOL OF DANCE AND MUSIC,7276630807,Not Picked,,13-05-2025 13:53,112,,,,,0,
HIGH HOPE DANCE STUDIO,8610562083,Not Picked,,13-05-2025 13:53,19,,,,,0,
SHREE RUBY CHITHURAJ ACADEMY,7338899404,Follow Up,"she wants Kolathur, madhavram discuss with his team",13-05-2025 13:57,193,,Not Picked,,30-06-2025 17:05,7,
Kalavatara | Bharatanatyam | Carnatic vocal,9962001170,Not Interested,,13-05-2025 13:59,127,,,,,,
Chandhus Natyalaya,9840256106,Not Picked,,13-05-2025 13:59,18,,,,,,
Kalasrushti Vidhyalaya,6369081007,Not Picked,,13-05-2025 14:00,23,,,,,,
Krishanth Dance Studio,7358714672,Not Picked,,13-05-2025 14:01,59,,,,,0,
"SHIVAKSHETRA Bharathanatyam, Carnatic music , Yoga",6380739713,Not Picked,,13-05-2025 14:02,48,,,,,0,
Sabtha Salangai Academy,9003073718,Not Picked,,13-05-2025 14:03,62,,,,,,
Achintya online and offline Music school,8124383891,Follow Up,need to call after some time,13-05-2025 14:04,35,,,,,,
PRDN ART & DANCE STUDIOS,9940350169,Not Picked,,13-05-2025 14:04,42,,,,,0,
Rhythmic Beat Dance Court - Valasaravakkam | Dance Classes | Choreography,9655551055,Not Picked,,13-05-2025 14:06,74,,,,,0,
Rattles Dance Academy,7200420121,Not Picked,,13-05-2025 14:06,39,,,,,0,
Ayapakkam -Shree Music & Dance Academy,8925406444,Not Picked,,13-05-2025 14:08,73,,,,,0,
SHRUTHEE'S NATYA KALALAYA,8012349379,Not Picked,,13-05-2025 14:08,31,,,,,0,
Symphony Music Class...,9962179240,Not Interested,no requirement now,13-05-2025 14:09,43,,,,,,
Let's move Dance studio,6379259239,Not Interested,,13-05-2025 14:51,2477,,,,,,
"GLOBAL SKIN CARE & HAIR TRANSPLANT CLINIC | Dermatologist Dr Jerriton MBBS, MD DVL",8939298892,Follow Up,need to send details in whatsapp,13-05-2025 14:52,101,,Not Interested,no requirement,30-06-2025 16:32,45,
Radiance clinics,8072637046,Not Picked,,13-05-2025 14:53,19,,,,,0,
"SHYNE SKIN,HAIR AND BONE CLINIC",8754392789,Not Picked,,13-05-2025 14:54,78,,,,,0,
Shreya Health Centre,9487300673,Not Interested,,13-05-2025 14:55,57,,,,,,
Dr. Uma's Skin Hair & Laser Clinic,9940562328,Not Interested,if they need will call,13-05-2025 14:56,54,,,,,,
DR.VIJAY'S HOSPITAL -Best Neurologist In Chennai -Neuro Hospital in Chennai,9840731328,Follow Up,mam is 3 days leave so need to call after that,13-05-2025 14:57,56,,Follow Up,7907103235- need to call admin,30-06-2025 16:31,169,
"Oliva Clinic Anna Nagar, Chennai: Laser Hair Removal, Acne Scar, PRP, Hair Fall, Skin Whitening, Weight Loss Treatments",9205480470,Not Picked,,13-05-2025 15:00,11,,,,,,
Dr.Lavanya's Skin & Hair Clinic,9626262945,Not Picked,,13-05-2025 15:02,135,,,,,,
Global Hair Transplant Clinic (A Unit of Global Skin Care),9092588848,Not Picked,,13-05-2025 15:03,47,,,,,,
Zion Skin & Hair Clinic,9840265348,Not Picked,,13-05-2025 15:03,23,,,,,,
Bhairavi Skin Hair Laser & Cosmetology Clinic | Skin Care Clinic in ambattur,9842716260,Follow Up,annamalai need to send details in whatsapp,13-05-2025 15:05,76,,Not Interested,no requirement,25-06-2025 16:28,32,
Dr. Dinesh's Skin & Hair Clinic | Dr. D Dinesh Kumar | Anna Nagar | Skin Care Clinic | Hair Care Clinic | Dermatologist,9003217799,Follow Up,parvathi need to send details in whatsapp,13-05-2025 15:06,49,,,,,,
LAKSHMI MEDICAL CENTRE,9884731975,Not Picked,,13-05-2025 15:06,39,,,,,,
GBR Fertility Centre - Chennai,9940105555,Follow Up,"they will said to front office, they will call back if they want",13-05-2025 15:07,58,,Not Picked,,30-06-2025 17:03,77,
Dr. S.Athilakshmi - Dermatologist & Cosmetologist,9600748687,Not Picked,,13-05-2025 15:08,17,,,,,,
"Dr. V. Renuka (Skin, hair & nail)",8056196180,Not Picked,,13-05-2025 15:08,15,,,,,,
VCare Hair And Skin Clinic - Perambur,7092525252,Follow Up,if they need marketing team will call,13-05-2025 15:09,72,,,,,,
Kolors Healthcare Perambur,9014136666,Not Interested,,13-05-2025 15:26,987,,,,,,
Retteri Kumaran Hospital,9677192226,Not Picked,,13-05-2025 15:27,42,,,,,0,
Maynee Cosmetology Clinic,9384838505,Not Picked,,13-05-2025 15:27,13,,,,,,
"Dr. M. Pushpamaliha MBBS., MD (DVL) Skin Clinic in Porur, Chennai",7299074820,Not Picked,,13-05-2025 15:28,43,,,,,,
J's Clinic,9600694059,Not Picked,,13-05-2025 15:32,275,,,,,,
U derma skin & hair clinic,7200165155,Not Picked,,13-05-2025 15:33,41,,,,,,
DR SOORIYA'S DERMATOLOGY,6369352255,Not Picked,,13-05-2025 15:34,42,,,,,,
Apollo Clinic - Porur,7305435694,Follow Up,mam is in vacation so need to call after Friday or next week monday,13-05-2025 15:36,117,,,,,,
S.B. DIABETES AND SKIN CARE CENTRE,9444923180,Not Picked,,13-05-2025 15:37,24,,,,,,
"NAVALADI SKIN CLINIC ( Skin, Hair, Laser)",8122722756,Not Picked,,13-05-2025 15:37,14,,,,,,
Melanin Aesthetic Clinic,9080530291,Not Picked,,13-05-2025 15:38,42,,,,,,
Dr.Green'S CLINIC |Lab In urapakkam | Pharmacy in urapakkam|Ent Clinic Near Me|Speciality clinic in urapakkam,9489292244,Not Interested,no requirement,13-05-2025 15:39,58,,,,,,
Sparkles skin and aesthetics,8015997657,Not Picked,,13-05-2025 15:39,39,,,,,,
Vijay Skin Hair And Nail Care Clinic,8778532736,Follow Up,need to call after 7.30 pm,13-05-2025 15:41,73,,Not Interested,not interested if need will call,22-05-2025 16:46,69,
Renuka aesthetic cosmetology skin & hair wellness beauty care,8248681425,Follow Up,8903014899- renuka if they want will check,13-05-2025 15:44,182,,,,,,
REDHILLS SKIN & HAIR CLINIC (Dr. VASUDEVAN),9789033377,Follow Up,"mam is no there if they need will call back , send details in wh",13-05-2025 15:46,92,,Not Interested,no requirement,22-05-2025 16:47,38,
The Derm Centre From Dr Kumudhini Subramanian | Hair and Skin Clinic | Perumbakkam | Chennai,9677622678,Not Picked,,13-05-2025 16:07,1280,,,,,,
C-DOT Hospital ( Centre for Dermatology Orthopaedics and Traumatology),6381182510,Not Picked,,13-05-2025 16:07,25,,,,,,
